Division_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Rangpur,Saidpur,2010,Rabi       ,Other Cereals & Millets,1800,2200
Rangpur,Saidpur,2010,Rabi       ,Rapeseed &Mustard,1800,2900
Rangpur,Saidpur,2010,Rabi       ,Tobacco,11500,23800
Rangpur,Saidpur,2010,Rabi       ,Wheat,100400,271200
Rangpur,Saidpur,2010,Summer     ,Bajra,52000,124600
Rangpur,Saidpur,2010,Summer     ,Groundnut,200,300
Rangpur,Saidpur,2010,Summer     ,Maize,3900,8100
Rangpur,Saidpur,2010,Summer     ,Moong(Green Gram),600,400
Rangpur,Saidpur,2010,Summer     ,Rice,10100,25800
Rangpur,Saidpur,2010,Whole Year ,Dry chillies,1200,1300
Rangpur,Saidpur,2010,Whole Year ,Garlic,100,500
Rangpur,Saidpur,2010,Whole Year ,Guar seed,1900,1100
Rangpur,Saidpur,2010,Whole Year ,Onion,500,12300
Rangpur,Saidpur,2010,Whole Year ,Potato,4700,92000
Rangpur,Saidpur,2011,Kharif     ,Arhar/Tur,2400,2900
Rangpur,Saidpur,2011,Kharif     ,Bajra,47700,61500
Rangpur,Saidpur,2011,Kharif     ,Castor seed,23000,33200
Rangpur,Saidpur,2011,Kharif     ,Cotton(lint),30400,73300
Rangpur,Saidpur,2011,Kharif     ,Groundnut,800,1200
Rangpur,Saidpur,2011,Kharif     ,Maize,14800,25500
Rangpur,Saidpur,2011,Kharif     ,Moong(Green Gram),800,300
Rangpur,Saidpur,2011,Kharif     ,Moth,200,200
Rangpur,Saidpur,2011,Kharif     ,Other Kharif pulses,400,200
Rangpur,Saidpur,2011,Kharif     ,Rice,97500,212700
Rangpur,Saidpur,2011,Kharif     ,Sesamum,2300,300
Rangpur,Saidpur,2011,Kharif     ,Tobacco,34000,61100
Rangpur,Saidpur,2011,Kharif     ,Urad,300,200
Rangpur,Saidpur,2011,Rabi       ,Gram,800,1000
Rangpur,Saidpur,2011,Rabi       ,Jowar,100,100
Rangpur,Saidpur,2011,Rabi       ,Maize,200,400
Rangpur,Saidpur,2011,Rabi       ,Onion,200,6200
Rangpur,Saidpur,2011,Rabi       ,Other Cereals & Millets,600,900
Rangpur,Saidpur,2011,Rabi       ,Rapeseed &Mustard,3500,5600
Rangpur,Saidpur,2011,Rabi       ,Tobacco,13700,23900
Rangpur,Saidpur,2011,Rabi       ,Wheat,76000,220600
Rangpur,Saidpur,2011,Summer     ,Bajra,52000,132700
Rangpur,Saidpur,2011,Summer     ,Groundnut,300,600
Rangpur,Saidpur,2011,Summer     ,Moong(Green Gram),600,300
Rangpur,Saidpur,2011,Summer     ,Rice,12000,33800
Rangpur,Saidpur,2011,Whole Year ,Dry chillies,1200,1200
Rangpur,Saidpur,2011,Whole Year ,Garlic,100,900
Rangpur,Saidpur,2011,Whole Year ,Guar seed,900,500
Rangpur,Saidpur,2011,Whole Year ,other oilseeds,1700,900
Rangpur,Saidpur,2011,Whole Year ,Potato,4300,99100
Rangpur,Saidpur,2012,Kharif     ,Arhar/Tur,2000,2100
Rangpur,Saidpur,2012,Kharif     ,Bajra,44500,62100
Rangpur,Saidpur,2012,Kharif     ,Castor seed,17400,32000
Rangpur,Saidpur,2012,Kharif     ,Cotton(lint),34000,93800
Rangpur,Saidpur,2012,Kharif     ,Groundnut,300,100
Rangpur,Saidpur,2012,Kharif     ,Maize,8300,15100
Rangpur,Saidpur,2012,Kharif     ,Moong(Green Gram),800,300
Rangpur,Saidpur,2012,Kharif     ,Moth,100,100
Rangpur,Saidpur,2012,Kharif     ,Rice,81700,194500
Rangpur,Saidpur,2012,Kharif     ,Sesamum,1300,300
Rangpur,Saidpur,2012,Kharif     ,Tobacco,33500,56400
Rangpur,Saidpur,2012,Kharif     ,Urad,200,100
Rangpur,Saidpur,2012,Rabi       ,Gram,800,800
Rangpur,Saidpur,2012,Rabi       ,Jowar,1000,1100
Rangpur,Saidpur,2012,Rabi       ,Onion,100,1900
Rangpur,Saidpur,2012,Rabi       ,Other Cereals & Millets,2300,3200
Rangpur,Saidpur,2012,Rabi       ,Rapeseed &Mustard,2600,4400
Rangpur,Saidpur,2012,Rabi       ,Tobacco,8500,12000
Rangpur,Saidpur,2012,Rabi       ,Wheat,86000,223500
Rangpur,Saidpur,2012,Summer     ,Bajra,30300,76800
Rangpur,Saidpur,2012,Summer     ,Groundnut,300,700
Rangpur,Saidpur,2012,Summer     ,Maize,100,100
Rangpur,Saidpur,2012,Summer     ,Moong(Green Gram),800,400
Rangpur,Saidpur,2012,Summer     ,Rice,2600,8300
Rangpur,Saidpur,2012,Whole Year ,Dry chillies,300,300
Rangpur,Saidpur,2012,Whole Year ,Garlic,100,200
Rangpur,Saidpur,2012,Whole Year ,Guar seed,8400,5100
Rangpur,Saidpur,2012,Whole Year ,Potato,4100,81900
Rangpur,Saidpur,2012,Whole Year ,Sugarcane,300,2200
Sylhet,Sylhet,1997,Autumn     ,Rice,17876,21397
Sylhet,Sylhet,1997,Kharif     ,Arhar/Tur,354,426
Sylhet,Sylhet,1997,Kharif     ,Dry ginger,78,110
Sylhet,Sylhet,1997,Kharif     ,Groundnut,8,10
Sylhet,Sylhet,1997,Kharif     ,Jute,39159,493403
Sylhet,Sylhet,1997,Kharif     ,Maize,3919,8691
Sylhet,Sylhet,1997,Kharif     ,Mesta,2852,19346
Sylhet,Sylhet,1997,Kharif     ,Other Kharif pulses,342,172
Sylhet,Sylhet,1997,Kharif     ,Sesamum,4,2
Sylhet,Sylhet,1997,Rabi       ,Barley,84,87
Sylhet,Sylhet,1997,Rabi       ,Gram,1145,444
Sylhet,Sylhet,1997,Rabi       ,Linseed,1946,1092
Sylhet,Sylhet,1997,Rabi       ,Maize,3250,7543
Sylhet,Sylhet,1997,Rabi       ,Other  Rabi pulses,126,66
Sylhet,Sylhet,1997,Rabi       ,Rapeseed &Mustard,3060,2084
Sylhet,Sylhet,1997,Rabi       ,Sunflower,62,35
Sylhet,Sylhet,1997,Rabi       ,Wheat,41719,70134
Sylhet,Sylhet,1997,Summer     ,Maize,6134,18485
Sylhet,Sylhet,1997,Summer     ,Rice,8479,13993
Sylhet,Sylhet,1997,Whole Year ,Banana,386,11611
Sylhet,Sylhet,1997,Whole Year ,Coriander,119,58
Sylhet,Sylhet,1997,Whole Year ,Dry chillies,135,128
Sylhet,Sylhet,1997,Whole Year ,Garlic,350,467
Sylhet,Sylhet,1997,Whole Year ,Onion,343,1955
Sylhet,Sylhet,1997,Whole Year ,Potato,3964,27739
Sylhet,Sylhet,1997,Whole Year ,Ragi,1546,1333
Sylhet,Sylhet,1997,Whole Year ,Sannhamp,8,3
Sylhet,Sylhet,1997,Whole Year ,Sugarcane,162,7434
Sylhet,Sylhet,1997,Whole Year ,Sweet potato,743,7344
Sylhet,Sylhet,1997,Whole Year ,Turmeric,101,204
Sylhet,Sylhet,1997,Winter     ,Rice,93975,121063
Sylhet,Sylhet,1998,Kharif     ,Arhar/Tur,546,822
Sylhet,Sylhet,1998,Kharif     ,Blackgram,1174,881
Sylhet,Sylhet,1998,Kharif     ,Jute,35091,188322
Sylhet,Sylhet,1998,Kharif     ,Maize,5759,7097
Sylhet,Sylhet,1998,Kharif     ,Mesta,3019,18835
Sylhet,Sylhet,1998,Kharif     ,Other Kharif pulses,4789,3103
Sylhet,Sylhet,1998,Kharif     ,Ragi,1209,744
Sylhet,Sylhet,1998,Kharif     ,Sesamum,4,2
Sylhet,Sylhet,1998,Kharif     ,Small millets,313,292
Sylhet,Sylhet,1998,Kharif     ,Sunflower,2316,1297
Sylhet,Sylhet,1998,Rabi       ,Barley,52,60
Sylhet,Sylhet,1998,Rabi       ,Gram,1052,1129
Sylhet,Sylhet,1998,Rabi       ,Linseed,2267,1428
Sylhet,Sylhet,1998,Rabi       ,Maize,3205,7936
Sylhet,Sylhet,1998,Rabi       ,Other  Rabi pulses,14638,5334
Sylhet,Sylhet,1998,Rabi       ,Rapeseed &Mustard,3794,2337
Sylhet,Sylhet,1998,Rabi       ,Wheat,46331,77310
Sylhet,Sylhet,1998,Summer     ,Maize,6905,9059
Sylhet,Sylhet,1998,Summer     ,Rice,9936,13613
Sylhet,Sylhet,1998,Whole Year ,Banana,381,6347
Sylhet,Sylhet,1998,Whole Year ,Coriander,163,100
Sylhet,Sylhet,1998,Whole Year ,Dry chillies,219,184
Sylhet,Sylhet,1998,Whole Year ,Dry ginger,48,67
Sylhet,Sylhet,1998,Whole Year ,Garlic,194,282
Sylhet,Sylhet,1998,Whole Year ,Onion,451,4032
Sylhet,Sylhet,1998,Whole Year ,Potato,4187,33232
Sylhet,Sylhet,1998,Whole Year ,Sannhamp,10,5
Sylhet,Sylhet,1998,Whole Year ,Sugarcane,77,3146
Sylhet,Sylhet,1998,Whole Year ,Sweet potato,1143,12356
Sylhet,Sylhet,1998,Whole Year ,Turmeric,88,141
Sylhet,Sylhet,1998,Winter     ,Rice,93100,90299
Sylhet,Sylhet,1999,Kharif     ,Arhar/Tur,973,1225
Sylhet,Sylhet,1999,Kharif     ,Bajra,305,187
Sylhet,Sylhet,1999,Kharif     ,Dry ginger,315,459
Sylhet,Sylhet,1999,Kharif     ,Groundnut,77,94
Sylhet,Sylhet,1999,Kharif     ,Horse-gram,2427,2398
Sylhet,Sylhet,1999,Kharif     ,Jowar,96,116
Sylhet,Sylhet,1999,Kharif     ,Jute,32986,240798
Sylhet,Sylhet,1999,Kharif     ,Maize,6572,12074
Sylhet,Sylhet,1999,Kharif     ,Mesta,2654,20347
Sylhet,Sylhet,1999,Kharif     ,Moong(Green Gram),1822,905
Sylhet,Sylhet,1999,Kharif     ,Ragi,1272,876
Sylhet,Sylhet,1999,Kharif     ,Rice,24619,23238
Sylhet,Sylhet,1999,Kharif     ,Sesamum,67,25
Sylhet,Sylhet,1999,Kharif     ,Sunflower,1859,1964
Sylhet,Sylhet,1999,Kharif     ,Urad,1251,923
Sylhet,Sylhet,1999,Rabi       ,Gram,933,711
Sylhet,Sylhet,1999,Rabi       ,Khesari,5693,4924
Sylhet,Sylhet,1999,Rabi       ,Linseed,3221,1991
Sylhet,Sylhet,1999,Rabi       ,Maize,4857,10302
Sylhet,Sylhet,1999,Rabi       ,Masoor,2806,1855
Sylhet,Sylhet,1999,Rabi       ,Moong(Green Gram),7390,4072
Sylhet,Sylhet,1999,Rabi       ,Other  Rabi pulses,531,431
Sylhet,Sylhet,1999,Rabi       ,Peas & beans (Pulses),1464,1047
Sylhet,Sylhet,1999,Rabi       ,Rapeseed &Mustard,3607,1949
Sylhet,Sylhet,1999,Rabi       ,Wheat,50636,117438
Sylhet,Sylhet,1999,Summer     ,Maize,8272,9814
Sylhet,Sylhet,1999,Summer     ,Rice,13776,24727
Sylhet,Sylhet,1999,Whole Year ,Banana,132,936
Sylhet,Sylhet,1999,Whole Year ,Coriander,434,226
Sylhet,Sylhet,1999,Whole Year ,Dry chillies,688,654
Sylhet,Sylhet,1999,Whole Year ,Garlic,184,261
Sylhet,Sylhet,1999,Whole Year ,Onion,1688,12626
Sylhet,Sylhet,1999,Whole Year ,Potato,6790,50606
Sylhet,Sylhet,1999,Whole Year ,Sugarcane,72,1820
Sylhet,Sylhet,1999,Whole Year ,Sweet potato,703,9585
Sylhet,Sylhet,1999,Whole Year ,Turmeric,98,193
Sylhet,Sylhet,2000,Autumn     ,Rice,88865,84685
Sylhet,Sylhet,2000,Kharif     ,Arhar/Tur,2829,2826
Sylhet,Sylhet,2000,Kharif     ,Bajra,23,19
Sylhet,Sylhet,2000,Kharif     ,Dry ginger,57,78
Sylhet,Sylhet,2000,Kharif     ,Horse-gram,2872,2838
Sylhet,Sylhet,2000,Kharif     ,Jute,31452,302289
Sylhet,Sylhet,2000,Kharif     ,Maize,6964,9450
Sylhet,Sylhet,2000,Kharif     ,Mesta,4437,56301
Sylhet,Sylhet,2000,Kharif     ,Moong(Green Gram),1532,917
Sylhet,Sylhet,2000,Kharif     ,Other Kharif pulses,20,10
Sylhet,Sylhet,2000,Kharif     ,Ragi,839,2179
Sylhet,Sylhet,2000,Kharif     ,Rice,24075,31507
Sylhet,Sylhet,2000,Kharif     ,Sesamum,30,15
Sylhet,Sylhet,2000,Kharif     ,Small millets,224,118
Sylhet,Sylhet,2000,Kharif     ,Sunflower,1912,3320
Sylhet,Sylhet,2000,Kharif     ,Urad,1069,528
Sylhet,Sylhet,2000,Rabi       ,Barley,173,203
Sylhet,Sylhet,2000,Rabi       ,Gram,5961,5365
Sylhet,Sylhet,2000,Rabi       ,Khesari,5336,2439
Sylhet,Sylhet,2000,Rabi       ,Linseed,1949,1263
Sylhet,Sylhet,2000,Rabi       ,Maize,4239,6986
Sylhet,Sylhet,2000,Rabi       ,Masoor,2551,2247
Sylhet,Sylhet,2000,Rabi       ,Moong(Green Gram),8736,8684
Sylhet,Sylhet,2000,Rabi       ,Other  Rabi pulses,127,72
Sylhet,Sylhet,2000,Rabi       ,Peas & beans (Pulses),798,883
Sylhet,Sylhet,2000,Rabi       ,Rapeseed &Mustard,2912,1054
Sylhet,Sylhet,2000,Rabi       ,Wheat,44915,93956
Sylhet,Sylhet,2000,Summer     ,Maize,7239,18465
Sylhet,Sylhet,2000,Summer     ,Rice,14317,22609
Sylhet,Sylhet,2000,Whole Year ,Banana,615,2491
Sylhet,Sylhet,2000,Whole Year ,Coriander,123,58
Sylhet,Sylhet,2000,Whole Year ,Dry chillies,173,111
Sylhet,Sylhet,2000,Whole Year ,Garlic,201,248
Sylhet,Sylhet,2000,Whole Year ,Onion,342,2712
Sylhet,Sylhet,2000,Whole Year ,Potato,5569,44194
Sylhet,Sylhet,2000,Whole Year ,Sugarcane,671,26118
Sylhet,Sylhet,2000,Whole Year ,Sweet potato,182,2068
Sylhet,Sylhet,2000,Whole Year ,Turmeric,162,157
Sylhet,Sylhet,2001,Autumn     ,Maize,9151,15664
Sylhet,Sylhet,2001,Autumn     ,Rice,80515,87320
Sylhet,Sylhet,2001,Kharif     ,Arhar/Tur,483,677
Sylhet,Sylhet,2001,Kharif     ,Dry ginger,18,25
Sylhet,Sylhet,2001,Kharif     ,Horse-gram,1979,2005
Sylhet,Sylhet,2001,Kharif     ,Jowar,2696,1998
Sylhet,Sylhet,2001,Kharif     ,Jute,34089,224987
Sylhet,Sylhet,2001,Kharif     ,Mesta,2533,18069
Sylhet,Sylhet,2001,Kharif     ,Moong(Green Gram),1370,934
Sylhet,Sylhet,2001,Kharif     ,Other Kharif pulses,50,28
Sylhet,Sylhet,2001,Kharif     ,Ragi,661,494
Sylhet,Sylhet,2001,Kharif     ,Rice,15573,33183
Sylhet,Sylhet,2001,Kharif     ,Sesamum,32,16
Sylhet,Sylhet,2001,Kharif     ,Small millets,299,224
Sylhet,Sylhet,2001,Kharif     ,Sunflower,1984,2444
Sylhet,Sylhet,2001,Kharif     ,Urad,1307,727
Sylhet,Sylhet,2001,Rabi       ,Barley,20,25
Sylhet,Sylhet,2001,Rabi       ,Gram,442,270
Sylhet,Sylhet,2001,Rabi       ,Khesari,4017,1904
Sylhet,Sylhet,2001,Rabi       ,Linseed,1552,858
Sylhet,Sylhet,2001,Rabi       ,Maize,3336,7476
Sylhet,Sylhet,2001,Rabi       ,Masoor,2957,1434
Sylhet,Sylhet,2001,Rabi       ,Peas & beans (Pulses),1044,1059
Sylhet,Sylhet,2001,Rabi       ,Rapeseed &Mustard,3542,2943
Sylhet,Sylhet,2001,Rabi       ,Wheat,60210,108136
Sylhet,Sylhet,2001,Summer     ,Maize,5954,16500
Sylhet,Sylhet,2001,Summer     ,Rice,29135,21611
Sylhet,Sylhet,2001,Whole Year ,Banana,504,14329
Sylhet,Sylhet,2001,Whole Year ,Coriander,106,59
Sylhet,Sylhet,2001,Whole Year ,Dry chillies,177,168
Sylhet,Sylhet,2001,Whole Year ,Garlic,191,280
Sylhet,Sylhet,2001,Whole Year ,Onion,458,3792
Sylhet,Sylhet,2001,Whole Year ,Potato,4447,35347
Sylhet,Sylhet,2001,Whole Year ,Sugarcane,71,3289
Sylhet,Sylhet,2001,Whole Year ,Sweet potato,632,7118
Sylhet,Sylhet,2001,Whole Year ,Turmeric,157,306
Sylhet,Sylhet,2002,Autumn     ,Maize,3040,5521
Sylhet,Sylhet,2002,Autumn     ,Rice,24475,20930
Sylhet,Sylhet,2002,Kharif     ,Arhar/Tur,302,369
Sylhet,Sylhet,2002,Kharif     ,Groundnut,32,16
Sylhet,Sylhet,2002,Kharif     ,Horse-gram,2578,2052
Sylhet,Sylhet,2002,Kharif     ,Jowar,2696,2723
Sylhet,Sylhet,2002,Kharif     ,Jute,29233,203657
Sylhet,Sylhet,2002,Kharif     ,Mesta,3354,15298
Sylhet,Sylhet,2002,Kharif     ,Moong(Green Gram),1148,329
Sylhet,Sylhet,2002,Kharif     ,Other Kharif pulses,4545,2513
Sylhet,Sylhet,2002,Kharif     ,Ragi,1025,870
Sylhet,Sylhet,2002,Kharif     ,Sesamum,29,15
Sylhet,Sylhet,2002,Kharif     ,Small millets,65,48
Sylhet,Sylhet,2002,Kharif     ,Sunflower,2307,3171
Sylhet,Sylhet,2002,Kharif     ,Urad,1174,881
Sylhet,Sylhet,2002,Rabi       ,Barley,23,27
Sylhet,Sylhet,2002,Rabi       ,Gram,509,264
Sylhet,Sylhet,2002,Rabi       ,Khesari,3863,1785
Sylhet,Sylhet,2002,Rabi       ,Linseed,1627,1237
Sylhet,Sylhet,2002,Rabi       ,Maize,3651,6389
Sylhet,Sylhet,2002,Rabi       ,Masoor,2956,2046
Sylhet,Sylhet,2002,Rabi       ,Peas & beans (Pulses),493,440
Sylhet,Sylhet,2002,Rabi       ,Rapeseed &Mustard,2965,1646
Sylhet,Sylhet,2002,Rabi       ,Wheat,55849,86810
Sylhet,Sylhet,2002,Summer     ,Maize,6878,13040
Sylhet,Sylhet,2002,Summer     ,Moong(Green Gram),8690,5509
Sylhet,Sylhet,2002,Summer     ,Rice,14783,20669
Sylhet,Sylhet,2002,Whole Year ,Banana,431,3741
Sylhet,Sylhet,2002,Whole Year ,Coriander,80,49
Sylhet,Sylhet,2002,Whole Year ,Dry chillies,267,179
Sylhet,Sylhet,2002,Whole Year ,Dry ginger,60,89
Sylhet,Sylhet,2002,Whole Year ,Garlic,246,363
Sylhet,Sylhet,2002,Whole Year ,Onion,488,4138
Sylhet,Sylhet,2002,Whole Year ,Potato,5887,63445
Sylhet,Sylhet,2002,Whole Year ,Sannhamp,1289,916
Sylhet,Sylhet,2002,Whole Year ,Sugarcane,173,7126
Sylhet,Sylhet,2002,Whole Year ,Sweet potato,642,7932
Sylhet,Sylhet,2002,Whole Year ,Turmeric,306,302
Sylhet,Sylhet,2002,Winter     ,Rice,82299,95520
Sylhet,Sylhet,2003,Autumn     ,Rice,25038,28924
Sylhet,Sylhet,2003,Kharif     ,Arhar/Tur,2901,3522
Sylhet,Sylhet,2003,Kharif     ,Dry ginger,45,69
Sylhet,Sylhet,2003,Kharif     ,Groundnut,63,31
Sylhet,Sylhet,2003,Kharif     ,Horse-gram,2428,1792
Sylhet,Sylhet,2003,Kharif     ,Jowar,23,23
Sylhet,Sylhet,2003,Kharif     ,Jute,35497,241380
Sylhet,Sylhet,2003,Kharif     ,Maize,3077,6389
Sylhet,Sylhet,2003,Kharif     ,Mesta,2321,15628
Sylhet,Sylhet,2003,Kharif     ,Moong(Green Gram),927,460
Sylhet,Sylhet,2003,Kharif     ,Other Kharif pulses,64,16
Sylhet,Sylhet,2003,Kharif     ,Ragi,881,209
Sylhet,Sylhet,2003,Kharif     ,Sesamum,30,22
Sylhet,Sylhet,2003,Kharif     ,Small millets,262,203
Sylhet,Sylhet,2003,Kharif     ,Sunflower,2044,3003
Sylhet,Sylhet,2003,Kharif     ,Urad,1122,836
Sylhet,Sylhet,2003,Rabi       ,Barley,104,116
Sylhet,Sylhet,2003,Rabi       ,Gram,5556,2850
Sylhet,Sylhet,2003,Rabi       ,Khesari,4409,2196
Sylhet,Sylhet,2003,Rabi       ,Linseed,1709,1340
Sylhet,Sylhet,2003,Rabi       ,Maize,3949,13040
Sylhet,Sylhet,2003,Rabi       ,Masoor,285,103
Sylhet,Sylhet,2003,Rabi       ,Other  Rabi pulses,127,94
Sylhet,Sylhet,2003,Rabi       ,Peas & beans (Pulses),778,727
Sylhet,Sylhet,2003,Rabi       ,Rapeseed &Mustard,3153,1454
Sylhet,Sylhet,2003,Rabi       ,Wheat,53697,52118
Sylhet,Sylhet,2003,Summer     ,Maize,5190,11754
Sylhet,Sylhet,2003,Summer     ,Moong(Green Gram),7953,4812
Sylhet,Sylhet,2003,Summer     ,Rice,13862,21226
Sylhet,Sylhet,2003,Whole Year ,Banana,516,4933
Sylhet,Sylhet,2003,Whole Year ,Coriander,103,71
Sylhet,Sylhet,2003,Whole Year ,Dry chillies,252,116
Sylhet,Sylhet,2003,Whole Year ,Garlic,222,334
Sylhet,Sylhet,2003,Whole Year ,Onion,468,3510
Sylhet,Sylhet,2003,Whole Year ,Potato,5665,43615
Sylhet,Sylhet,2003,Whole Year ,Sannhamp,1094,784
Sylhet,Sylhet,2003,Whole Year ,Sugarcane,155,6153
Sylhet,Sylhet,2003,Whole Year ,Sweet potato,845,12261
Sylhet,Sylhet,2003,Whole Year ,Turmeric,208,206
Sylhet,Sylhet,2003,Winter     ,Rice,83394,118046
Sylhet,Sylhet,2004,Autumn     ,Rice,24655,15306
Sylhet,Sylhet,2004,Kharif     ,Arhar/Tur,1181,1457
Sylhet,Sylhet,2004,Kharif     ,Dry ginger,41,62
Sylhet,Sylhet,2004,Kharif     ,Groundnut,47,23
Sylhet,Sylhet,2004,Kharif     ,Horse-gram,2335,2052
Sylhet,Sylhet,2004,Kharif     ,Jowar,1805,1830
Sylhet,Sylhet,2004,Kharif     ,Jute,28458,223553
Sylhet,Sylhet,2004,Kharif     ,Maize,7001,19755
Sylhet,Sylhet,2004,Kharif     ,Mesta,2241,17886
Sylhet,Sylhet,2004,Kharif     ,Moong(Green Gram),1148,500
Sylhet,Sylhet,2004,Kharif     ,Other Kharif pulses,4574,2514
Sylhet,Sylhet,2004,Kharif     ,Ragi,856,733
Sylhet,Sylhet,2004,Kharif     ,Sesamum,32,25
Sylhet,Sylhet,2004,Kharif     ,Small millets,262,209
Sylhet,Sylhet,2004,Kharif     ,Sunflower,1218,1734
Sylhet,Sylhet,2004,Kharif     ,Urad,1210,911
Sylhet,Sylhet,2004,Rabi       ,Barley,56,59
Sylhet,Sylhet,2004,Rabi       ,Gram,2142,1786
Sylhet,Sylhet,2004,Rabi       ,Khesari,4303,1351
Sylhet,Sylhet,2004,Rabi       ,Linseed,1616,1193
Sylhet,Sylhet,2004,Rabi       ,Maize,3645,11223
Sylhet,Sylhet,2004,Rabi       ,Masoor,2832,1495
Sylhet,Sylhet,2004,Rabi       ,Other  Rabi pulses,127,96
Sylhet,Sylhet,2004,Rabi       ,Peas & beans (Pulses),772,679
Sylhet,Sylhet,2004,Rabi       ,Rapeseed &Mustard,3220,3304
Sylhet,Sylhet,2004,Rabi       ,Wheat,53828,33278
Sylhet,Sylhet,2004,Summer     ,Maize,4915,13384
Sylhet,Sylhet,2004,Summer     ,Moong(Green Gram),7692,4092
Sylhet,Sylhet,2004,Summer     ,Rice,13657,19415
Sylhet,Sylhet,2004,Whole Year ,Banana,484,3964
Sylhet,Sylhet,2004,Whole Year ,Coriander,96,63
Sylhet,Sylhet,2004,Whole Year ,Dry chillies,232,160
Sylhet,Sylhet,2004,Whole Year ,Dry ginger,71,107
Sylhet,Sylhet,2004,Whole Year ,Garlic,186,280
Sylhet,Sylhet,2004,Whole Year ,Onion,471,3749
Sylhet,Sylhet,2004,Whole Year ,Potato,5513,44718
Sylhet,Sylhet,2004,Whole Year ,Sannhamp,1192,960
Sylhet,Sylhet,2004,Whole Year ,Sugarcane,144,5254
Sylhet,Sylhet,2004,Whole Year ,Sweet potato,706,8503
Sylhet,Sylhet,2004,Whole Year ,Tobacco,4,5
Sylhet,Sylhet,2004,Whole Year ,Turmeric,224,221
Sylhet,Sylhet,2004,Winter     ,Rice,77652,39165
Sylhet,Sylhet,2005,Autumn     ,Rice,25554,34078
Sylhet,Sylhet,2005,Kharif     ,Arhar/Tur,258,279
Sylhet,Sylhet,2005,Kharif     ,Groundnut,116,57
Sylhet,Sylhet,2005,Kharif     ,Horse-gram,1786,1590
Sylhet,Sylhet,2005,Kharif     ,Jute,31127,315939
Sylhet,Sylhet,2005,Kharif     ,Maize,8066,22393
Sylhet,Sylhet,2005,Kharif     ,Mesta,3392,42720
Sylhet,Sylhet,2005,Kharif     ,Moong(Green Gram),2198,1350
Sylhet,Sylhet,2005,Kharif     ,Other Kharif pulses,9,5
Sylhet,Sylhet,2005,Kharif     ,Ragi,792,611
Sylhet,Sylhet,2005,Kharif     ,Small millets,62,46
Sylhet,Sylhet,2005,Kharif     ,Sunflower,3033,4417
Sylhet,Sylhet,2005,Kharif     ,Urad,1026,634
Sylhet,Sylhet,2005,Rabi       ,Barley,28,29
Sylhet,Sylhet,2005,Rabi       ,Gram,740,696
Sylhet,Sylhet,2005,Rabi       ,Khesari,3026,1861
Sylhet,Sylhet,2005,Rabi       ,Linseed,1414,1210
Sylhet,Sylhet,2005,Rabi       ,Maize,9283,16970
Sylhet,Sylhet,2005,Rabi       ,Masoor,2470,1228
Sylhet,Sylhet,2005,Rabi       ,Peas & beans (Pulses),1242,1143
Sylhet,Sylhet,2005,Rabi       ,Rapeseed &Mustard,2903,1994
Sylhet,Sylhet,2005,Rabi       ,Wheat,50729,32091
Sylhet,Sylhet,2005,Summer     ,Maize,7117,21252
Sylhet,Sylhet,2005,Summer     ,Moong(Green Gram),5964,3364
Sylhet,Sylhet,2005,Summer     ,Rice,13933,15994
Sylhet,Sylhet,2005,Whole Year ,Banana,401,5730
Sylhet,Sylhet,2005,Whole Year ,Coriander,192,151
Sylhet,Sylhet,2005,Whole Year ,Dry chillies,309,204
Sylhet,Sylhet,2005,Whole Year ,Dry ginger,39,59
Sylhet,Sylhet,2005,Whole Year ,Garlic,311,459
Sylhet,Sylhet,2005,Whole Year ,Onion,954,8510
Sylhet,Sylhet,2005,Whole Year ,Potato,7467,77822
Sylhet,Sylhet,2005,Whole Year ,Sannhamp,774,670
Sylhet,Sylhet,2005,Whole Year ,Sweet potato,665,10416
Sylhet,Sylhet,2005,Whole Year ,Turmeric,266,259
Sylhet,Sylhet,2005,Winter     ,Rice,82557,43894
Sylhet,Sylhet,2006,Autumn     ,Rice,27718,30645
Sylhet,Sylhet,2006,Kharif     ,Arhar/Tur,325,401
Sylhet,Sylhet,2006,Kharif     ,Jowar,23,24
Sylhet,Sylhet,2006,Kharif     ,Jute,33713,332260
Sylhet,Sylhet,2006,Kharif     ,Maize,8602,21676
Sylhet,Sylhet,2006,Kharif     ,Mesta,3042,22190
Sylhet,Sylhet,2006,Kharif     ,Moong(Green Gram),1097,553
Sylhet,Sylhet,2006,Kharif     ,Ragi,824,491
Sylhet,Sylhet,2006,Kharif     ,Sannhamp,849,734
Sylhet,Sylhet,2006,Kharif     ,Sesamum,12,9
Sylhet,Sylhet,2006,Kharif     ,Urad,257,200
Sylhet,Sylhet,2006,Rabi       ,Barley,55,59
Sylhet,Sylhet,2006,Rabi       ,Gram,524,498
Sylhet,Sylhet,2006,Rabi       ,Khesari,3522,1983
Sylhet,Sylhet,2006,Rabi       ,Linseed,1635,1388
Sylhet,Sylhet,2006,Rabi       ,Maize,864,2477
Sylhet,Sylhet,2006,Rabi       ,Masoor,2828,1326
Sylhet,Sylhet,2006,Rabi       ,Peas & beans (Pulses),1044,971
Sylhet,Sylhet,2006,Rabi       ,Rapeseed &Mustard,3346,2436
Sylhet,Sylhet,2006,Rabi       ,Sunflower,2870,4163
